"nrricode","year","forest","count","count1","count2","count3","count.add","samples","ave","abbrev","forestN"
495,2008,9090,1,1,0,0,1,557,0.00179533213644524,"BHCO","Superior"
495,2002,9090,4,0,0,4,4,489,0.0081799591002045,"BHCO","Superior"
495,1999,9020,49,21,10,18,49,385,0.127272727272727,"BHCO","Chequamegon"
495,2001,9030,22,10,7,5,22,390,0.0564102564102564,"BHCO","Chippewa"
495,2007,9090,0,0,0,0,1,487,0,"BHCO","Superior"
495,2007,9020,64,26,7,31,64,378,0.169312169312169,"BHCO","Chequamegon"
495,2006,9030,9,5,3,1,9,391,0.0230179028132992,"BHCO","Chippewa"
495,2002,9030,10,2,2,6,10,393,0.0254452926208651,"BHCO","Chippewa"
495,2008,9020,45,18,7,20,45,380,0.118421052631579,"BHCO","Chequamegon"
495,2009,9030,12,3,4,5,12,390,0.0307692307692308,"BHCO","Chippewa"
495,2002,9020,48,31,7,10,48,390,0.123076923076923,"BHCO","Chequamegon"
495,2005,9030,17,6,5,6,17,389,0.0437017994858612,"BHCO","Chippewa"
495,2000,9090,1,0,1,0,1,484,0.00206611570247934,"BHCO","Superior"
495,2003,9020,37,18,7,12,37,387,0.0956072351421189,"BHCO","Chequamegon"
495,1996,9030,30,13,3,14,30,391,0.0767263427109974,"BHCO","Chippewa"
495,2006,9020,42,23,5,14,42,388,0.108247422680412,"BHCO","Chequamegon"
495,2009,9020,52,20,12,20,52,381,0.136482939632546,"BHCO","Chequamegon"
495,2007,9030,18,6,4,8,18,389,0.0462724935732648,"BHCO","Chippewa"
495,2013,9030,11,5,1,5,11,390,0.0282051282051282,"BHCO","Chippewa"
498,2007,9020,17,10,1,6,17,378,0.044973544973545,"RWBL","Chequamegon"
498,2002,9020,43,25,10,8,43,390,0.11025641025641,"RWBL","Chequamegon"
498,2011,9090,7,3,0,4,7,538,0.0130111524163569,"RWBL","Superior"
498,1996,9030,19,13,3,3,19,391,0.0485933503836317,"RWBL","Chippewa"
498,1998,9090,7,1,2,4,7,486,0.01440329218107,"RWBL","Superior"
498,1999,9090,2,2,0,0,2,487,0.00410677618069815,"RWBL","Superior"
498,1998,9020,30,25,3,2,30,387,0.0775193798449612,"RWBL","Chequamegon"
498,2009,9090,16,4,3,9,16,553,0.0289330922242315,"RWBL","Superior"
498,2003,9020,34,21,3,10,34,387,0.0878552971576227,"RWBL","Chequamegon"
498,1995,9090,7,5,2,0,7,488,0.014344262295082,"RWBL","Superior"
498,1997,9020,28,22,4,2,28,390,0.0717948717948718,"RWBL","Chequamegon"
498,2006,9020,33,22,3,8,33,388,0.0850515463917526,"RWBL","Chequamegon"
498,1997,9030,23,12,5,6,23,393,0.0585241730279898,"RWBL","Chippewa"
498,2001,9030,32,20,2,10,32,390,0.0820512820512821,"RWBL","Chippewa"
498,2004,9020,21,12,2,7,21,381,0.0551181102362205,"RWBL","Chequamegon"
498,2008,9090,6,2,1,3,6,557,0.0107719928186715,"RWBL","Superior"
498,2009,9020,36,27,3,6,36,381,0.094488188976378,"RWBL","Chequamegon"
498,1997,9090,13,9,3,1,13,487,0.026694045174538,"RWBL","Superior"
498,2000,9090,18,11,1,6,18,484,0.0371900826446281,"RWBL","Superior"
498,2004,9090,10,2,3,5,10,470,0.0212765957446809,"RWBL","Superior"
498,2013,9090,1,0,0,1,1,563,0.00177619893428064,"RWBL","Superior"
498,2009,9030,35,19,7,9,35,390,0.0897435897435897,"RWBL","Chippewa"
498,1996,9090,13,6,2,5,13,482,0.0269709543568465,"RWBL","Superior"
498,2012,9030,3,2,1,0,3,362,0.00828729281767956,"RWBL","Chippewa"
498,2001,9020,28,14,2,12,28,389,0.0719794344473008,"RWBL","Chequamegon"
498,2005,9030,19,9,4,6,19,389,0.0488431876606684,"RWBL","Chippewa"
498,2000,9020,40,21,6,13,40,375,0.106666666666667,"RWBL","Chequamegon"
498,2013,9030,17,9,4,4,17,390,0.0435897435897436,"RWBL","Chippewa"
498,2002,9030,31,15,3,13,31,393,0.0788804071246819,"RWBL","Chippewa"
498,1996,9020,44,34,7,3,44,391,0.112531969309463,"RWBL","Chequamegon"
498,2004,9030,25,18,3,4,25,395,0.0632911392405063,"RWBL","Chippewa"
498,1998,9030,7,7,0,0,7,383,0.0182767624020888,"RWBL","Chippewa"
498,1999,9030,24,18,3,3,24,396,0.0606060606060606,"RWBL","Chippewa"
498,1995,9030,13,9,3,1,13,390,0.0333333333333333,"RWBL","Chippewa"
498,2012,9090,9,5,1,3,9,556,0.0161870503597122,"RWBL","Superior"
498,2007,9090,6,2,1,3,6,487,0.0123203285420945,"RWBL","Superior"
498,2011,9030,13,7,3,3,13,383,0.0339425587467363,"RWBL","Chippewa"
498,2003,9030,38,26,3,9,38,393,0.0966921119592875,"RWBL","Chippewa"
498,1995,9020,22,10,7,5,22,385,0.0571428571428571,"RWBL","Chequamegon"
498,2002,9090,20,10,4,6,20,489,0.0408997955010225,"RWBL","Superior"
498,2010,9090,3,2,1,0,3,535,0.00560747663551402,"RWBL","Superior"
498,2000,9030,42,23,7,12,42,393,0.106870229007634,"RWBL","Chippewa"
498,2005,9090,9,4,1,4,9,485,0.0185567010309278,"RWBL","Superior"
498,2006,9090,13,6,3,4,13,475,0.0273684210526316,"RWBL","Superior"
498,1999,9020,12,6,2,4,12,385,0.0311688311688312,"RWBL","Chequamegon"
498,2005,9020,23,12,1,10,23,383,0.0600522193211488,"RWBL","Chequamegon"
498,2008,9030,27,20,2,5,27,361,0.074792243767313,"RWBL","Chippewa"
498,2006,9030,26,12,4,10,26,391,0.0664961636828645,"RWBL","Chippewa"
498,2001,9090,11,5,2,4,11,491,0.0224032586558045,"RWBL","Superior"
498,2003,9090,19,13,3,3,19,491,0.0386965376782077,"RWBL","Superior"
498,2007,9030,25,11,4,10,25,389,0.06426735218509,"RWBL","Chippewa"
498,2008,9020,23,8,4,11,23,380,0.0605263157894737,"RWBL","Chequamegon"
498,2010,9030,4,3,0,1,4,350,0.0114285714285714,"RWBL","Chippewa"
498,2010,9020,13,12,1,0,13,361,0.03601108033241,"RWBL","Chequamegon"
510,2011,9090,0,0,0,0,1,538,0,"BRBL","Superior"
510,2004,9090,0,0,0,0,1,470,0,"BRBL","Superior"
510,2009,9090,0,0,0,0,1,553,0,"BRBL","Superior"
510,1996,9030,0,0,0,0,1,391,0,"BRBL","Chippewa"
510,2002,9030,4,0,2,2,4,393,0.0101781170483461,"BRBL","Chippewa"
510,2006,9090,0,0,0,0,1,475,0,"BRBL","Superior"
510,2002,9020,80,49,10,21,80,390,0.205128205128205,"BRBL","Chequamegon"
510,1998,9090,0,0,0,0,1,486,0,"BRBL","Superior"
510,2013,9090,0,0,0,0,1,563,0,"BRBL","Superior"
510,1995,9030,0,0,0,0,1,390,0,"BRBL","Chippewa"
510,2009,9020,1,0,0,1,1,381,0.0026246719160105,"BRBL","Chequamegon"
510,2000,9090,0,0,0,0,1,484,0,"BRBL","Superior"
510,2004,9030,0,0,0,0,1,395,0,"BRBL","Chippewa"
510,2007,9030,0,0,0,0,1,389,0,"BRBL","Chippewa"
510,1999,9090,0,0,0,0,1,487,0,"BRBL","Superior"
510,2005,9090,0,0,0,0,1,485,0,"BRBL","Superior"
510,2006,9030,0,0,0,0,1,391,0,"BRBL","Chippewa"
510,1999,9020,41,39,0,2,41,385,0.106493506493506,"BRBL","Chequamegon"
510,2011,9030,0,0,0,0,1,383,0,"BRBL","Chippewa"
510,2008,9090,0,0,0,0,1,557,0,"BRBL","Superior"
510,2008,9020,11,9,2,0,11,380,0.0289473684210526,"BRBL","Chequamegon"
510,1997,9090,1,1,0,0,1,487,0.00205338809034908,"BRBL","Superior"
510,2010,9090,0,0,0,0,1,535,0,"BRBL","Superior"
510,2000,9030,3,0,0,3,3,393,0.00763358778625954,"BRBL","Chippewa"
510,2005,9020,25,15,4,6,25,383,0.0652741514360313,"BRBL","Chequamegon"
510,2005,9030,0,0,0,0,1,389,0,"BRBL","Chippewa"
510,2012,9030,0,0,0,0,1,362,0,"BRBL","Chippewa"
510,2004,9020,18,5,9,4,18,381,0.047244094488189,"BRBL","Chequamegon"
510,1999,9030,0,0,0,0,1,396,0,"BRBL","Chippewa"
510,2010,9030,0,0,0,0,1,350,0,"BRBL","Chippewa"
510,2003,9020,51,37,4,10,51,387,0.131782945736434,"BRBL","Chequamegon"
510,1998,9030,3,3,0,0,3,383,0.00783289817232376,"BRBL","Chippewa"
510,1997,9020,18,11,1,6,18,390,0.0461538461538462,"BRBL","Chequamegon"
510,2006,9020,6,1,2,3,6,388,0.0154639175257732,"BRBL","Chequamegon"
510,1996,9090,0,0,0,0,1,482,0,"BRBL","Superior"
510,2008,9030,0,0,0,0,1,361,0,"BRBL","Chippewa"
510,1996,9020,16,16,0,0,16,391,0.040920716112532,"BRBL","Chequamegon"
510,2001,9090,1,1,0,0,1,491,0.00203665987780041,"BRBL","Superior"
510,2001,9020,15,9,0,6,15,389,0.038560411311054,"BRBL","Chequamegon"
510,2012,9090,0,0,0,0,1,556,0,"BRBL","Superior"
510,1995,9020,13,11,0,2,13,385,0.0337662337662338,"BRBL","Chequamegon"
510,1997,9030,0,0,0,0,1,393,0,"BRBL","Chippewa"
510,2010,9020,0,0,0,0,1,361,0,"BRBL","Chequamegon"
510,2002,9090,0,0,0,0,1,489,0,"BRBL","Superior"
510,2007,9090,0,0,0,0,1,487,0,"BRBL","Superior"
510,2000,9020,107,73,10,24,107,375,0.285333333333333,"BRBL","Chequamegon"
510,2001,9030,6,6,0,0,6,390,0.0153846153846154,"BRBL","Chippewa"
510,2009,9030,0,0,0,0,1,390,0,"BRBL","Chippewa"
510,2013,9030,0,0,0,0,1,390,0,"BRBL","Chippewa"
510,2003,9090,0,0,0,0,1,491,0,"BRBL","Superior"
510,1998,9020,71,67,2,2,71,387,0.183462532299742,"BRBL","Chequamegon"
510,2003,9030,0,0,0,0,1,393,0,"BRBL","Chippewa"
510,1995,9090,0,0,0,0,1,488,0,"BRBL","Superior"
510,2007,9020,25,22,1,2,25,378,0.0661375661375661,"BRBL","Chequamegon"
514,2013,9090,22,6,2,14,22,563,0.0390763765541741,"EVGR","Superior"
514,2009,9030,0,0,0,0,1,390,0,"EVGR","Chippewa"
514,2007,9020,9,5,2,2,9,378,0.0238095238095238,"EVGR","Chequamegon"
514,2009,9020,1,0,0,1,1,381,0.0026246719160105,"EVGR","Chequamegon"
514,2010,9090,4,1,1,2,4,535,0.00747663551401869,"EVGR","Superior"
514,2005,9090,32,13,7,12,32,485,0.065979381443299,"EVGR","Superior"
514,1998,9030,14,8,1,5,14,383,0.0365535248041775,"EVGR","Chippewa"
514,1996,9090,27,19,3,5,27,482,0.0560165975103734,"EVGR","Superior"
514,2001,9020,28,13,6,9,28,389,0.0719794344473008,"EVGR","Chequamegon"
514,1996,9030,3,1,2,0,3,391,0.00767263427109974,"EVGR","Chippewa"
514,2003,9030,6,3,1,2,6,393,0.0152671755725191,"EVGR","Chippewa"
514,2000,9090,39,16,6,17,39,484,0.0805785123966942,"EVGR","Superior"
514,2006,9020,10,3,1,6,10,388,0.0257731958762887,"EVGR","Chequamegon"
514,2006,9090,10,4,0,6,10,475,0.0210526315789474,"EVGR","Superior"
514,2002,9030,14,5,2,7,14,393,0.0356234096692112,"EVGR","Chippewa"
514,2000,9020,21,8,5,8,21,375,0.056,"EVGR","Chequamegon"
514,2004,9020,14,4,2,8,14,381,0.036745406824147,"EVGR","Chequamegon"
514,1995,9020,17,8,6,3,17,385,0.0441558441558442,"EVGR","Chequamegon"
514,2013,9030,0,0,0,0,1,390,0,"EVGR","Chippewa"
514,2000,9030,34,13,8,13,34,393,0.0865139949109415,"EVGR","Chippewa"
514,2005,9020,22,11,4,7,22,383,0.0574412532637076,"EVGR","Chequamegon"
514,2010,9030,0,0,0,0,1,350,0,"EVGR","Chippewa"
514,2006,9030,8,1,2,5,8,391,0.020460358056266,"EVGR","Chippewa"
514,1995,9030,0,0,0,0,1,390,0,"EVGR","Chippewa"
514,2012,9090,25,7,6,12,25,556,0.0449640287769784,"EVGR","Superior"
514,2005,9030,9,4,2,3,9,389,0.0231362467866324,"EVGR","Chippewa"
514,1996,9020,22,7,6,9,22,391,0.0562659846547315,"EVGR","Chequamegon"
514,2009,9090,12,7,1,4,12,553,0.0216998191681736,"EVGR","Superior"
514,2001,9090,44,16,8,20,44,491,0.0896130346232179,"EVGR","Superior"
514,1999,9090,53,18,16,19,53,487,0.108829568788501,"EVGR","Superior"
514,2003,9020,27,10,4,13,27,387,0.0697674418604651,"EVGR","Chequamegon"
514,2004,9030,9,6,0,3,9,395,0.0227848101265823,"EVGR","Chippewa"
514,1997,9020,3,2,1,0,3,390,0.00769230769230769,"EVGR","Chequamegon"
514,2008,9020,2,2,0,0,2,380,0.00526315789473684,"EVGR","Chequamegon"
514,2001,9030,1,0,1,0,1,390,0.00256410256410256,"EVGR","Chippewa"
514,1995,9090,4,1,2,1,4,488,0.00819672131147541,"EVGR","Superior"
514,2007,9090,16,6,3,7,16,487,0.0328542094455852,"EVGR","Superior"
514,1997,9090,38,10,14,14,38,487,0.0780287474332649,"EVGR","Superior"
514,2007,9030,2,2,0,0,2,389,0.0051413881748072,"EVGR","Chippewa"
514,2004,9090,24,10,6,8,24,470,0.051063829787234,"EVGR","Superior"
514,2011,9030,0,0,0,0,1,383,0,"EVGR","Chippewa"
514,1998,9090,55,25,10,20,55,486,0.113168724279835,"EVGR","Superior"
514,2002,9020,81,38,11,32,81,390,0.207692307692308,"EVGR","Chequamegon"
514,1997,9030,3,0,2,1,3,393,0.00763358778625954,"EVGR","Chippewa"
514,2010,9020,2,1,1,0,2,361,0.00554016620498615,"EVGR","Chequamegon"
514,2002,9090,45,25,5,15,45,489,0.0920245398773006,"EVGR","Superior"
514,2003,9090,22,8,3,11,22,491,0.044806517311609,"EVGR","Superior"
514,2008,9030,0,0,0,0,1,361,0,"EVGR","Chippewa"
514,2012,9030,0,0,0,0,1,362,0,"EVGR","Chippewa"
514,1999,9030,20,8,4,8,20,396,0.0505050505050505,"EVGR","Chippewa"
514,1998,9020,12,3,3,6,12,387,0.0310077519379845,"EVGR","Chequamegon"
514,1999,9020,22,13,5,4,22,385,0.0571428571428571,"EVGR","Chequamegon"
514,2008,9090,15,5,2,8,15,557,0.0269299820466786,"EVGR","Superior"
514,2011,9090,15,4,1,10,15,538,0.0278810408921933,"EVGR","Superior"
517,2001,9090,14,6,3,5,14,491,0.0285132382892057,"PUFI","Superior"
517,1997,9020,7,4,1,2,7,390,0.0179487179487179,"PUFI","Chequamegon"
517,2000,9020,27,11,6,10,27,375,0.072,"PUFI","Chequamegon"
517,2013,9090,5,2,0,3,5,563,0.0088809946714032,"PUFI","Superior"
517,2003,9020,8,4,2,2,8,387,0.020671834625323,"PUFI","Chequamegon"
517,2013,9030,11,4,3,4,11,390,0.0282051282051282,"PUFI","Chippewa"
517,2006,9090,18,2,5,11,18,475,0.0378947368421053,"PUFI","Superior"
517,2010,9090,17,5,5,7,17,535,0.0317757009345794,"PUFI","Superior"
517,1998,9030,9,2,1,6,9,383,0.0234986945169713,"PUFI","Chippewa"
517,2009,9020,1,0,1,0,1,381,0.0026246719160105,"PUFI","Chequamegon"
517,2004,9030,16,8,4,4,16,395,0.0405063291139241,"PUFI","Chippewa"
517,2011,9030,8,3,0,5,8,383,0.02088772845953,"PUFI","Chippewa"
517,2000,9090,24,11,6,7,24,484,0.0495867768595041,"PUFI","Superior"
517,1997,9090,2,1,0,1,2,487,0.00410677618069815,"PUFI","Superior"
517,2003,9030,20,10,3,7,20,393,0.0508905852417303,"PUFI","Chippewa"
517,1996,9090,2,0,0,2,2,482,0.004149377593361,"PUFI","Superior"
517,2006,9020,13,6,1,6,13,388,0.0335051546391753,"PUFI","Chequamegon"
517,2007,9090,60,18,16,26,60,487,0.123203285420945,"PUFI","Superior"
517,2004,9020,13,6,3,4,13,381,0.0341207349081365,"PUFI","Chequamegon"
517,2005,9090,30,13,4,13,30,485,0.0618556701030928,"PUFI","Superior"
517,2007,9030,39,14,7,18,39,389,0.10025706940874,"PUFI","Chippewa"
517,2001,9030,11,6,2,3,11,390,0.0282051282051282,"PUFI","Chippewa"
517,1998,9090,10,2,4,4,10,486,0.0205761316872428,"PUFI","Superior"
517,1996,9020,4,0,0,4,4,391,0.010230179028133,"PUFI","Chequamegon"
517,2003,9090,11,5,1,5,11,491,0.0224032586558045,"PUFI","Superior"
517,2002,9030,34,13,8,13,34,393,0.0865139949109415,"PUFI","Chippewa"
517,2000,9030,40,19,11,10,40,393,0.101781170483461,"PUFI","Chippewa"
517,2001,9020,33,15,7,11,33,389,0.0848329048843188,"PUFI","Chequamegon"
517,2010,9020,10,2,4,4,10,361,0.0277008310249307,"PUFI","Chequamegon"
517,1996,9030,3,1,1,1,3,391,0.00767263427109974,"PUFI","Chippewa"
517,2005,9030,32,13,4,15,32,389,0.0822622107969152,"PUFI","Chippewa"
517,2005,9020,15,4,3,8,15,383,0.0391644908616188,"PUFI","Chequamegon"
517,2012,9090,13,5,1,7,13,556,0.0233812949640288,"PUFI","Superior"
517,2006,9030,16,7,1,8,16,391,0.040920716112532,"PUFI","Chippewa"
517,2002,9090,19,11,2,6,19,489,0.0388548057259714,"PUFI","Superior"
517,2010,9030,3,0,1,2,3,350,0.00857142857142857,"PUFI","Chippewa"
517,2009,9030,5,2,2,1,5,390,0.0128205128205128,"PUFI","Chippewa"
517,1995,9020,15,6,4,5,15,385,0.038961038961039,"PUFI","Chequamegon"
517,2008,9020,9,8,0,1,9,380,0.0236842105263158,"PUFI","Chequamegon"
517,2007,9020,31,13,5,13,31,378,0.082010582010582,"PUFI","Chequamegon"
517,2008,9090,19,6,3,10,19,557,0.0341113105924596,"PUFI","Superior"
517,2009,9090,19,7,3,9,19,553,0.0343580470162749,"PUFI","Superior"
517,1999,9090,15,4,3,8,15,487,0.0308008213552361,"PUFI","Superior"
517,1995,9030,5,3,1,1,5,390,0.0128205128205128,"PUFI","Chippewa"
517,1995,9090,6,3,0,3,6,488,0.0122950819672131,"PUFI","Superior"
517,1999,9030,1,0,0,1,1,396,0.00252525252525253,"PUFI","Chippewa"
517,2011,9090,16,7,4,5,16,538,0.0297397769516729,"PUFI","Superior"
517,2002,9020,9,4,1,4,9,390,0.0230769230769231,"PUFI","Chequamegon"
517,2012,9030,9,5,1,3,9,362,0.0248618784530387,"PUFI","Chippewa"
517,2008,9030,8,6,0,2,8,361,0.0221606648199446,"PUFI","Chippewa"
517,1999,9020,10,3,4,3,10,385,0.025974025974026,"PUFI","Chequamegon"
517,1998,9020,13,2,2,9,13,387,0.0335917312661499,"PUFI","Chequamegon"
517,2004,9090,22,8,4,10,22,470,0.0468085106382979,"PUFI","Superior"
517,1997,9030,1,0,1,0,1,393,0.00254452926208651,"PUFI","Chippewa"
529,2008,9090,43,17,2,24,43,557,0.0771992818671454,"AMGO","Superior"
529,2005,9090,13,5,4,4,13,485,0.0268041237113402,"AMGO","Superior"
529,2012,9090,63,21,20,22,63,556,0.113309352517986,"AMGO","Superior"
529,1998,9090,9,5,1,3,9,486,0.0185185185185185,"AMGO","Superior"
529,2010,9030,15,7,1,7,15,350,0.0428571428571429,"AMGO","Chippewa"
529,2001,9090,15,5,4,6,15,491,0.0305498981670061,"AMGO","Superior"
529,2000,9020,40,9,12,19,40,375,0.106666666666667,"AMGO","Chequamegon"
529,1995,9020,11,5,3,3,11,385,0.0285714285714286,"AMGO","Chequamegon"
529,1997,9090,8,4,1,3,8,487,0.0164271047227926,"AMGO","Superior"
529,1995,9090,1,1,0,0,1,488,0.00204918032786885,"AMGO","Superior"
529,2000,9090,21,10,3,8,21,484,0.0433884297520661,"AMGO","Superior"
529,2013,9030,45,17,4,24,45,390,0.115384615384615,"AMGO","Chippewa"
529,2007,9090,16,5,5,6,16,487,0.0328542094455852,"AMGO","Superior"
529,2011,9030,24,6,6,12,24,383,0.0626631853785901,"AMGO","Chippewa"
529,2003,9030,27,17,1,9,27,393,0.0687022900763359,"AMGO","Chippewa"
529,2009,9020,43,17,9,17,43,381,0.112860892388451,"AMGO","Chequamegon"
529,2010,9020,49,20,9,20,49,361,0.135734072022161,"AMGO","Chequamegon"
529,1996,9090,1,0,1,0,1,482,0.0020746887966805,"AMGO","Superior"
529,1999,9020,36,17,8,11,36,385,0.0935064935064935,"AMGO","Chequamegon"
529,2008,9030,75,22,22,31,75,361,0.207756232686981,"AMGO","Chippewa"
529,2006,9020,43,22,8,13,43,388,0.110824742268041,"AMGO","Chequamegon"
529,1997,9030,11,7,2,2,11,393,0.0279898218829517,"AMGO","Chippewa"
529,2002,9090,21,7,3,11,21,489,0.0429447852760736,"AMGO","Superior"
529,2013,9090,65,19,13,33,65,563,0.115452930728242,"AMGO","Superior"
529,2009,9090,26,6,6,14,26,553,0.0470162748643761,"AMGO","Superior"
529,2001,9020,30,7,11,12,30,389,0.077120822622108,"AMGO","Chequamegon"
529,2009,9030,31,15,3,13,31,390,0.0794871794871795,"AMGO","Chippewa"
529,2005,9020,55,24,5,26,55,383,0.143603133159269,"AMGO","Chequamegon"
529,2012,9030,33,9,5,19,33,362,0.0911602209944751,"AMGO","Chippewa"
529,1999,9090,24,10,7,7,24,487,0.0492813141683778,"AMGO","Superior"
529,2007,9020,50,17,8,25,50,378,0.132275132275132,"AMGO","Chequamegon"
529,2004,9020,83,48,16,19,83,381,0.217847769028871,"AMGO","Chequamegon"
529,1998,9030,31,10,7,14,31,383,0.0809399477806789,"AMGO","Chippewa"
529,2002,9020,58,34,2,22,58,390,0.148717948717949,"AMGO","Chequamegon"
529,2003,9020,42,20,8,14,42,387,0.108527131782946,"AMGO","Chequamegon"
529,2004,9030,49,27,5,17,49,395,0.124050632911392,"AMGO","Chippewa"
529,2010,9090,24,6,1,17,24,535,0.0448598130841121,"AMGO","Superior"
529,1998,9020,23,8,2,13,23,387,0.0594315245478036,"AMGO","Chequamegon"
529,1999,9030,54,20,14,20,54,396,0.136363636363636,"AMGO","Chippewa"
529,2002,9030,68,22,10,36,68,393,0.173027989821883,"AMGO","Chippewa"
529,2007,9030,50,27,11,12,50,389,0.12853470437018,"AMGO","Chippewa"
529,2000,9030,63,21,17,25,63,393,0.16030534351145,"AMGO","Chippewa"
529,1996,9020,11,1,6,4,11,391,0.0281329923273657,"AMGO","Chequamegon"
529,2008,9020,65,21,9,35,65,380,0.171052631578947,"AMGO","Chequamegon"
529,1997,9020,12,0,5,7,12,390,0.0307692307692308,"AMGO","Chequamegon"
529,2006,9090,13,8,4,1,13,475,0.0273684210526316,"AMGO","Superior"
529,2004,9090,35,20,4,11,35,470,0.074468085106383,"AMGO","Superior"
529,2003,9090,15,7,2,6,15,491,0.0305498981670061,"AMGO","Superior"
529,2011,9090,60,18,22,20,60,538,0.111524163568773,"AMGO","Superior"
529,2006,9030,51,20,5,26,51,391,0.130434782608696,"AMGO","Chippewa"
529,2001,9030,43,12,11,20,43,390,0.11025641025641,"AMGO","Chippewa"
529,1995,9030,5,1,1,3,5,390,0.0128205128205128,"AMGO","Chippewa"
529,2005,9030,71,34,8,29,71,389,0.182519280205656,"AMGO","Chippewa"
529,1996,9030,12,5,2,5,12,391,0.030690537084399,"AMGO","Chippewa"
540,2007,9020,43,21,11,11,43,378,0.113756613756614,"VESP","Chequamegon"
540,2012,9090,0,0,0,0,1,556,0,"VESP","Superior"
540,1995,9030,1,0,1,0,1,390,0.00256410256410256,"VESP","Chippewa"
540,2011,9030,0,0,0,0,1,383,0,"VESP","Chippewa"
540,2006,9030,0,0,0,0,1,391,0,"VESP","Chippewa"
540,1995,9090,2,2,0,0,2,488,0.00409836065573771,"VESP","Superior"
540,2008,9090,0,0,0,0,1,557,0,"VESP","Superior"
540,2005,9020,14,7,2,5,14,383,0.0365535248041775,"VESP","Chequamegon"
540,2010,9090,0,0,0,0,1,535,0,"VESP","Superior"
540,1999,9090,0,0,0,0,1,487,0,"VESP","Superior"
540,1998,9020,12,8,1,3,12,387,0.0310077519379845,"VESP","Chequamegon"
540,2001,9020,30,13,11,6,30,389,0.077120822622108,"VESP","Chequamegon"
540,2004,9020,24,15,3,6,24,381,0.062992125984252,"VESP","Chequamegon"
540,2004,9090,0,0,0,0,1,470,0,"VESP","Superior"
540,2013,9090,0,0,0,0,1,563,0,"VESP","Superior"
540,2006,9020,29,20,3,6,29,388,0.0747422680412371,"VESP","Chequamegon"
540,2010,9030,0,0,0,0,1,350,0,"VESP","Chippewa"
540,1995,9020,9,4,4,1,9,385,0.0233766233766234,"VESP","Chequamegon"
540,2003,9020,27,15,4,8,27,387,0.0697674418604651,"VESP","Chequamegon"
540,1996,9090,6,5,0,1,6,482,0.012448132780083,"VESP","Superior"
540,1998,9090,0,0,0,0,1,486,0,"VESP","Superior"
540,2012,9030,0,0,0,0,1,362,0,"VESP","Chippewa"
540,1999,9030,0,0,0,0,1,396,0,"VESP","Chippewa"
540,2000,9030,0,0,0,0,1,393,0,"VESP","Chippewa"
540,2000,9020,45,31,5,9,45,375,0.12,"VESP","Chequamegon"
540,2013,9030,0,0,0,0,1,390,0,"VESP","Chippewa"
540,2007,9030,8,2,5,1,8,389,0.0205655526992288,"VESP","Chippewa"
540,2001,9090,0,0,0,0,1,491,0,"VESP","Superior"
540,2007,9090,1,0,0,1,1,487,0.00205338809034908,"VESP","Superior"
540,1999,9020,16,11,2,3,16,385,0.0415584415584416,"VESP","Chequamegon"
540,1998,9030,0,0,0,0,1,383,0,"VESP","Chippewa"
540,2005,9090,1,0,0,1,1,485,0.00206185567010309,"VESP","Superior"
540,2008,9020,27,22,2,3,27,380,0.0710526315789474,"VESP","Chequamegon"
540,1996,9030,0,0,0,0,1,391,0,"VESP","Chippewa"
540,2004,9030,1,0,0,1,1,395,0.00253164556962025,"VESP","Chippewa"
540,1997,9090,0,0,0,0,1,487,0,"VESP","Superior"
540,2009,9090,0,0,0,0,1,553,0,"VESP","Superior"
540,2009,9030,1,1,0,0,1,390,0.00256410256410256,"VESP","Chippewa"
540,2002,9030,0,0,0,0,1,393,0,"VESP","Chippewa"
540,2000,9090,0,0,0,0,1,484,0,"VESP","Superior"
540,2009,9020,26,15,2,9,26,381,0.068241469816273,"VESP","Chequamegon"
540,2002,9090,0,0,0,0,1,489,0,"VESP","Superior"
540,1996,9020,11,9,1,1,11,391,0.0281329923273657,"VESP","Chequamegon"
540,2011,9090,0,0,0,0,1,538,0,"VESP","Superior"
540,1997,9030,0,0,0,0,1,393,0,"VESP","Chippewa"
540,2001,9030,0,0,0,0,1,390,0,"VESP","Chippewa"
540,2002,9020,45,17,10,18,45,390,0.115384615384615,"VESP","Chequamegon"
540,2003,9030,0,0,0,0,1,393,0,"VESP","Chippewa"
540,2003,9090,0,0,0,0,1,491,0,"VESP","Superior"
540,2005,9030,0,0,0,0,1,389,0,"VESP","Chippewa"
540,2008,9030,0,0,0,0,1,361,0,"VESP","Chippewa"
540,2006,9090,0,0,0,0,1,475,0,"VESP","Superior"
540,1997,9020,15,8,2,5,15,390,0.0384615384615385,"VESP","Chequamegon"
540,2010,9020,17,11,3,3,17,361,0.0470914127423823,"VESP","Chequamegon"
558,1995,9090,462,309,77,76,462,488,0.94672131147541,"WTSP","Superior"
558,1997,9030,241,156,34,51,241,393,0.61323155216285,"WTSP","Chippewa"
558,2002,9090,807,460,151,196,807,489,1.65030674846626,"WTSP","Superior"
558,2007,9020,180,110,20,50,180,378,0.476190476190476,"WTSP","Chequamegon"
558,2000,9090,771,472,109,190,771,484,1.59297520661157,"WTSP","Superior"
558,2008,9090,787,522,112,153,787,557,1.41292639138241,"WTSP","Superior"
558,2009,9020,193,104,39,50,193,381,0.506561679790026,"WTSP","Chequamegon"
558,2002,9030,282,194,36,52,282,393,0.717557251908397,"WTSP","Chippewa"
