code,rep,win,n_cards_played,n_suns_played,owl_score,n_owls_left
BF,3,TRUE,28,11,0,0
CJ,6,TRUE,37,12,0,0
IK,7,FALSE,40,13,13,4
SB,9,FALSE,45,13,8,3
QG,1,TRUE,22,7,0,0
XH,4,FALSE,37,13,59,5
EH,10,FALSE,36,13,42,5
MZ,10,TRUE,16,6,0,0
WM,1,FALSE,37,13,50,4
GC,5,TRUE,31,10,0,0
EV,9,FALSE,30,13,15,5
GT,4,FALSE,36,13,13,2
KN,4,TRUE,25,7,0,0
DS,6,TRUE,35,12,0,0
IU,2,TRUE,36,12,0,0
OA,9,FALSE,31,13,135,6
ZC,5,TRUE,29,8,0,0
XB,5,TRUE,13,5,0,0
ZM,4,FALSE,38,13,7,2
JC,6,TRUE,26,8,0,0
QL,10,TRUE,33,9,0,0
SL,4,TRUE,30,11,0,0
JC,5,TRUE,28,7,0,0
KU,2,FALSE,34,13,29,4
KA,3,TRUE,39,12,0,0
QL,1,FALSE,36,13,3,2
RD,1,TRUE,12,3,0,0
IF,9,FALSE,36,13,26,4
WH,9,TRUE,29,11,0,0
IH,3,FALSE,34,13,55,4
II,7,FALSE,43,13,1,1
CJ,7,TRUE,32,8,0,0
YQ,10,TRUE,25,7,0,0
CA,7,FALSE,26,13,8,2
AU,9,FALSE,37,13,2,1
VD,5,TRUE,37,12,0,0
WM,8,FALSE,37,13,46,4
IR,7,TRUE,37,10,0,0
ZL,2,TRUE,14,6,0,0
PT,10,FALSE,33,13,121,6
GT,10,FALSE,36,13,14,1
RD,7,TRUE,23,11,0,0
PE,5,TRUE,36,9,0,0
XN,3,FALSE,34,13,2,1
LS,2,FALSE,35,13,41,4
HV,1,TRUE,23,9,0,0
YJ,10,FALSE,45,13,72,5
WM,2,FALSE,38,13,43,4
JP,3,TRUE,36,10,0,0
NK,7,TRUE,39,12,0,0
AI,6,TRUE,26,7,0,0
RD,10,TRUE,18,8,0,0
EK,9,TRUE,19,7,0,0
UP,6,FALSE,41,13,31,3
IK,10,FALSE,40,13,6,3
WJ,7,TRUE,34,12,0,0
WI,3,FALSE,33,13,50,5
WI,7,TRUE,43,12,0,0
CY,1,FALSE,42,13,19,5
JX,4,TRUE,29,10,0,0
WJ,8,TRUE,32,12,0,0
YX,7,FALSE,33,13,72,6
GL,1,TRUE,33,11,0,0
VZ,10,FALSE,39,13,41,6
IK,1,FALSE,37,13,30,5
EQ,6,TRUE,44,12,0,0
OA,2,FALSE,29,13,140,6
OF,9,FALSE,38,13,82,5
ZT,2,FALSE,31,13,24,6
IH,4,FALSE,42,13,20,2
SB,8,TRUE,43,12,0,0
DS,8,TRUE,35,12,0,0
FS,5,TRUE,33,12,0,0
MQ,3,TRUE,27,9,0,0
PW,3,TRUE,13,5,0,0
OX,8,TRUE,27,10,0,0
AH,10,FALSE,37,13,3,2
VW,1,FALSE,38,13,42,4
JC,7,TRUE,33,11,0,0
CV,4,FALSE,39,13,23,5
KP,8,FALSE,44,13,57,5
QL,3,FALSE,32,13,3,2
SB,1,TRUE,40,11,0,0
WI,5,FALSE,42,13,8,3
ZM,6,TRUE,35,11,0,0
EQ,9,FALSE,39,13,38,3
ON,2,TRUE,33,12,0,0
DP,9,TRUE,23,8,0,0
TV,4,TRUE,34,10,0,0
VD,4,FALSE,35,13,26,6
IF,2,FALSE,37,13,41,4
ER,1,TRUE,24,8,0,0
MZ,7,TRUE,22,9,0,0
ON,4,FALSE,30,13,3,2
QG,3,TRUE,17,5,0,0
XC,8,FALSE,41,13,6,2
NW,10,TRUE,41,12,0,0
KP,2,FALSE,40,13,81,4
LG,3,TRUE,13,6,0,0
KC,10,FALSE,32,13,13,4
SW,1,TRUE,17,7,0,0
PF,5,FALSE,31,13,68,6
KN,7,TRUE,28,10,0,0
FJ,5,TRUE,38,12,0,0
DD,9,TRUE,22,2,0,0
FB,2,TRUE,38,10,0,0
FG,7,TRUE,37,12,0,0
DK,7,FALSE,42,13,70,4
HH,8,TRUE,30,7,0,0
ER,9,TRUE,28,10,0,0
QG,4,TRUE,22,5,0,0
YY,4,TRUE,23,10,0,0
PY,3,TRUE,16,6,0,0
NW,9,FALSE,35,13,10,4
EQ,1,FALSE,44,13,20,3
UR,9,TRUE,40,12,0,0
WR,8,TRUE,42,12,0,0
OV,3,TRUE,27,11,0,0
EC,10,TRUE,40,12,0,0
YD,6,TRUE,29,9,0,0
PE,9,FALSE,32,13,44,4
PE,3,TRUE,39,10,0,0
BM,9,TRUE,37,12,0,0
SO,2,TRUE,20,8,0,0
NV,6,TRUE,24,6,0,0
AC,3,TRUE,26,9,0,0
PF,8,FALSE,40,13,16,5
OX,3,TRUE,24,8,0,0
QL,6,TRUE,36,12,0,0
FO,9,TRUE,21,5,0,0
BF,5,TRUE,30,9,0,0
DD,10,TRUE,26,8,0,0
RD,3,TRUE,10,2,0,0
FJ,1,FALSE,36,13,1,1
FO,1,TRUE,30,10,0,0
PY,5,TRUE,20,8,0,0
YR,1,FALSE,44,13,6,3
DX,4,TRUE,23,8,0,0
BU,3,TRUE,19,8,0,0
KC,3,TRUE,35,12,0,0
BU,9,TRUE,17,7,0,0
WV,2,TRUE,43,11,0,0
IK,8,FALSE,37,13,29,5
XH,5,FALSE,40,13,63,5
WH,1,TRUE,22,5,0,0
TC,10,FALSE,44,13,72,4
ZD,6,TRUE,12,4,0,0
QL,8,TRUE,32,10,0,0
LS,6,FALSE,37,13,40,2
JX,1,FALSE,27,13,12,3
NZ,8,FALSE,37,13,114,6
GB,7,TRUE,26,9,0,0
NB,7,TRUE,23,10,0,0
YY,9,TRUE,25,11,0,0
GL,8,TRUE,32,11,0,0
PT,2,FALSE,33,13,115,6
VY,7,TRUE,27,10,0,0
NW,1,TRUE,35,9,0,0
KH,10,FALSE,34,13,53,6
GT,3,FALSE,36,13,26,2
QL,5,TRUE,33,10,0,0
WM,4,FALSE,42,13,31,3
FB,7,TRUE,41,12,0,0
PT,4,FALSE,35,13,107,6
DU,6,TRUE,36,9,0,0
HV,3,TRUE,18,7,0,0
MF,4,FALSE,32,13,28,4
ZD,1,TRUE,13,4,0,0
YG,10,TRUE,20,8,0,0
DP,3,TRUE,19,6,0,0
FS,7,TRUE,25,6,0,0
XN,9,TRUE,31,11,0,0
TX,4,FALSE,24,13,33,4
UP,10,FALSE,36,13,54,2
SL,1,TRUE,29,12,0,0
WF,9,TRUE,26,11,0,0
GT,5,FALSE,35,13,24,2
OB,6,FALSE,35,13,42,3
UP,9,FALSE,28,13,85,4
GZ,3,FALSE,38,13,1,1
CV,9,FALSE,42,13,13,4
BX,10,TRUE,23,6,0,0
KE,8,TRUE,25,9,0,0
TS,1,FALSE,40,13,64,5
YR,3,FALSE,46,13,1,1
YJ,4,FALSE,42,13,52,3
LC,10,FALSE,43,13,77,5
UR,6,FALSE,37,13,9,2
BU,8,TRUE,18,7,0,0
VD,1,FALSE,36,13,25,6
XC,3,FALSE,38,13,16,1
JP,8,FALSE,40,13,3,2
EK,6,TRUE,16,6,0,0
KC,4,FALSE,36,13,10,4
AI,5,TRUE,26,10,0,0
AU,5,FALSE,31,13,10,3
HH,1,TRUE,33,10,0,0
FG,6,FALSE,36,13,1,1
XC,6,FALSE,38,13,14,2
IG,4,TRUE,36,10,0,0
OZ,9,FALSE,34,13,25,4
ZM,7,FALSE,41,13,1,1
WF,3,TRUE,28,10,0,0
LF,3,FALSE,37,13,72,5
PF,2,FALSE,25,13,105,6
SL,8,TRUE,21,7,0,0
UR,3,FALSE,42,13,3,1
KU,4,FALSE,34,13,31,4
LT,1,TRUE,16,6,0,0
AI,1,TRUE,31,11,0,0
HH,2,TRUE,34,10,0,0
OZ,5,FALSE,35,13,35,5
JP,1,FALSE,35,13,32,5
VT,6,TRUE,11,2,0,0
FO,5,TRUE,28,5,0,0
UG,9,TRUE,29,10,0,0
VT,1,TRUE,14,6,0,0
MW,8,FALSE,31,13,17,2
HX,5,TRUE,26,10,0,0
SE,1,TRUE,12,3,0,0
GB,1,TRUE,27,8,0,0
AB,2,TRUE,37,10,0,0
LF,7,FALSE,35,13,79,5
WJ,9,TRUE,23,6,0,0
KA,6,FALSE,41,13,1,1
SW,3,TRUE,17,9,0,0
PT,1,FALSE,32,13,115,5
SB,10,FALSE,38,13,46,6
OF,1,FALSE,41,13,53,4
OX,9,TRUE,21,7,0,0
IU,9,TRUE,32,11,0,0
PW,2,TRUE,16,4,0,0
YR,8,TRUE,42,11,0,0
SW,9,TRUE,19,8,0,0
ON,9,TRUE,33,11,0,0
LW,5,FALSE,32,13,88,5
OF,3,FALSE,39,13,94,6
HV,6,TRUE,15,7,0,0
TC,4,FALSE,44,13,64,5
JE,7,FALSE,33,13,134,6
AU,4,TRUE,35,12,0,0
LT,8,TRUE,12,1,0,0
VK,8,TRUE,12,3,0,0
PL,5,TRUE,30,10,0,0
DD,2,TRUE,24,8,0,0
DS,4,TRUE,32,11,0,0
FJ,3,TRUE,35,10,0,0
SW,8,TRUE,16,7,0,0
KP,10,FALSE,42,13,89,6
WW,6,TRUE,34,10,0,0
ER,4,TRUE,23,8,0,0
EQ,3,FALSE,41,13,30,3
SE,7,TRUE,17,10,0,0
HR,10,FALSE,36,13,37,5
WM,5,FALSE,42,13,14,2
WV,3,FALSE,41,13,8,3
AM,3,TRUE,35,12,0,0
YX,6,FALSE,43,13,1,1
ZQ,7,TRUE,42,12,0,0
RX,8,FALSE,33,13,18,2
QS,4,TRUE,15,4,0,0
CJ,3,FALSE,38,13,1,1
SW,10,TRUE,16,6,0,0
XC,5,FALSE,42,13,4,1
NZ,9,FALSE,44,13,73,4
EV,6,TRUE,36,12,0,0
FJ,9,TRUE,37,10,0,0
TD,5,TRUE,21,9,0,0
JP,9,FALSE,32,13,46,5
JC,9,TRUE,27,8,0,0
IR,1,TRUE,33,9,0,0
OA,6,FALSE,30,13,144,6
MQ,7,TRUE,27,8,0,0
LW,3,FALSE,40,13,57,5
GL,9,FALSE,30,13,23,4
SB,4,FALSE,45,13,10,3
AU,1,TRUE,37,12,0,0
DX,7,TRUE,22,10,0,0
WW,4,TRUE,35,8,0,0
WY,4,FALSE,40,13,6,3
FG,2,TRUE,38,12,0,0
JE,2,FALSE,34,13,114,6
LW,8,FALSE,38,13,59,5
IR,10,TRUE,38,12,0,0
WY,5,FALSE,43,13,1,1
KE,2,TRUE,24,8,0,0
NZ,10,FALSE,41,13,58,5
XW,8,TRUE,12,5,0,0
BM,5,FALSE,37,13,47,4
IG,2,FALSE,21,13,109,4
WO,6,TRUE,9,2,0,0
WV,7,TRUE,41,10,0,0
LF,9,FALSE,35,13,98,5
NB,8,TRUE,20,7,0,0
ZN,7,TRUE,35,10,0,0
OV,8,TRUE,30,12,0,0
YR,9,TRUE,40,12,0,0
QG,10,TRUE,19,3,0,0
TC,3,FALSE,40,13,105,5
WA,4,TRUE,13,3,0,0
BF,9,FALSE,34,13,7,1
VZ,8,FALSE,37,13,41,6
GZ,5,TRUE,37,12,0,0
SZ,4,TRUE,16,9,0,0
SW,6,TRUE,17,5,0,0
TP,6,TRUE,18,7,0,0
VD,9,FALSE,29,13,44,6
WJ,5,TRUE,29,10,0,0
ON,3,FALSE,27,13,19,4
CJ,2,FALSE,37,13,21,2
TX,10,FALSE,33,13,6,3
ZQ,8,FALSE,40,13,3,2
XH,1,FALSE,40,13,49,4
FA,8,FALSE,45,13,32,4
LW,2,FALSE,29,13,102,5
SW,4,TRUE,18,7,0,0
IH,9,FALSE,41,13,22,3
QL,7,TRUE,36,11,0,0
ZF,8,TRUE,23,5,0,0
BU,6,TRUE,18,5,0,0
XN,7,TRUE,37,12,0,0
UP,4,FALSE,40,13,40,3
XW,9,TRUE,19,9,0,0
TX,3,TRUE,34,11,0,0
IR,8,TRUE,32,10,0,0
EK,4,TRUE,23,9,0,0
EL,6,FALSE,35,13,39,4
WH,7,TRUE,24,7,0,0
RZ,3,TRUE,13,4,0,0
LS,8,FALSE,33,13,82,4
PW,9,TRUE,20,9,0,0
UR,10,FALSE,37,13,31,3
KP,5,FALSE,38,13,109,6
ET,2,TRUE,37,12,0,0
YY,5,TRUE,14,3,0,0
WY,8,FALSE,41,13,6,3
YG,2,TRUE,22,9,0,0
MQ,5,TRUE,29,10,0,0
EH,4,FALSE,39,13,25,5
WW,5,TRUE,43,11,0,0
IG,8,FALSE,37,13,20,3
BF,7,FALSE,34,13,6,1
SZ,2,TRUE,15,9,0,0
ZF,5,TRUE,34,9,0,0
GB,3,TRUE,22,6,0,0
EK,3,TRUE,20,7,0,0
WI,8,FALSE,36,13,14,4
WV,4,FALSE,43,13,1,1
KP,7,FALSE,40,13,106,6
RG,1,TRUE,33,12,0,0
PY,4,TRUE,23,10,0,0
IU,3,TRUE,31,9,0,0
RV,7,TRUE,40,11,0,0
IH,6,FALSE,42,13,10,2
OV,7,FALSE,29,13,20,2
AU,6,TRUE,32,12,0,0
ZQ,10,FALSE,41,13,1,1
FG,1,TRUE,36,12,0,0
GZ,2,FALSE,38,13,1,1
UG,7,TRUE,25,8,0,0
QS,10,TRUE,10,3,0,0
II,8,FALSE,37,13,11,2
VW,7,FALSE,38,13,47,2
SE,8,TRUE,14,6,0,0
LF,10,FALSE,34,13,100,4
WH,6,TRUE,31,11,0,0
TS,3,FALSE,42,13,48,5
KC,2,FALSE,32,13,6,3
PW,6,TRUE,11,1,0,0
SE,6,TRUE,14,6,0,0
ER,2,TRUE,26,10,0,0
KH,5,FALSE,36,13,42,5
RD,4,TRUE,17,3,0,0
KC,1,FALSE,35,13,10,4
CA,5,FALSE,26,13,16,2
IG,1,FALSE,21,13,100,4
AI,3,TRUE,23,7,0,0
XW,7,TRUE,24,12,0,0
XW,10,TRUE,17,9,0,0
XN,2,TRUE,37,10,0,0
LT,6,TRUE,17,3,0,0
MQ,4,TRUE,30,8,0,0
TC,5,FALSE,39,13,103,6
JP,4,TRUE,37,11,0,0
BU,7,TRUE,18,8,0,0
BU,5,TRUE,19,8,0,0
AU,10,TRUE,36,11,0,0
YJ,5,FALSE,43,13,48,3
UR,8,FALSE,42,13,3,1
UP,8,FALSE,42,13,9,2
LS,5,FALSE,29,13,41,4
MZ,3,TRUE,16,6,0,0
ZT,1,TRUE,42,12,0,0
XB,6,TRUE,18,9,0,0
FB,6,TRUE,34,10,0,0
KL,3,FALSE,35,13,74,5
ZT,4,FALSE,36,13,15,5
MW,6,FALSE,24,13,24,2
ZF,4,TRUE,25,5,0,0
KL,1,FALSE,35,13,97,5
TP,9,TRUE,16,6,0,0
BX,8,TRUE,28,12,0,0
WA,7,TRUE,18,6,0,0
DK,9,FALSE,47,13,35,3
MQ,2,TRUE,27,7,0,0
KL,9,FALSE,43,13,39,4
ZN,9,TRUE,37,11,0,0
BM,10,FALSE,38,13,44,3
JX,2,TRUE,26,10,0,0
UR,5,FALSE,38,13,18,1
BX,9,TRUE,30,11,0,0
IF,4,FALSE,35,13,43,4
HR,3,FALSE,37,13,25,5
KN,10,TRUE,22,5,0,0
WR,4,FALSE,39,13,21,4
HX,10,TRUE,21,8,0,0
EV,2,FALSE,30,13,21,5
PF,6,TRUE,37,11,0,0
II,5,FALSE,37,13,7,2
MZ,8,TRUE,12,2,0,0
VY,8,TRUE,29,12,0,0
WO,10,TRUE,15,7,0,0
YX,10,FALSE,39,13,19,5
TK,10,TRUE,25,8,0,0
TD,2,TRUE,19,9,0,0
QS,2,TRUE,13,4,0,0
ZL,3,TRUE,15,5,0,0
KN,3,TRUE,24,9,0,0
GL,10,TRUE,29,9,0,0
SZ,6,TRUE,15,7,0,0
PY,9,TRUE,23,11,0,0
JE,10,FALSE,30,13,141,6
RG,8,TRUE,31,10,0,0
ON,7,FALSE,32,13,3,2
CJ,8,FALSE,42,13,2,1
ZQ,9,FALSE,39,13,6,3
ZL,6,TRUE,11,2,0,0
AI,2,TRUE,29,8,0,0
IF,7,FALSE,40,13,10,2
YD,4,TRUE,28,11,0,0
VZ,4,FALSE,40,13,30,5
ON,5,TRUE,31,10,0,0
OB,9,FALSE,39,13,20,2
NB,2,TRUE,24,10,0,0
WV,6,TRUE,39,9,0,0
CY,9,FALSE,38,13,25,5
ZQ,5,FALSE,44,13,1,1
GB,4,TRUE,30,8,0,0
TP,10,TRUE,17,7,0,0
EL,8,FALSE,40,13,1,1
QL,9,TRUE,28,7,0,0
KP,4,FALSE,38,13,127,5
BX,5,TRUE,28,10,0,0
ZY,6,TRUE,15,7,0,0
AB,1,FALSE,41,13,1,1
NV,3,FALSE,37,13,13,2
HX,3,TRUE,25,10,0,0
VK,5,TRUE,16,6,0,0
IH,7,FALSE,32,13,53,3
EL,3,FALSE,33,13,20,3
ZD,8,TRUE,11,2,0,0
KL,2,FALSE,38,13,69,4
YW,6,FALSE,39,13,19,3
HV,8,TRUE,25,10,0,0
WI,6,FALSE,32,13,53,5
XB,7,TRUE,16,2,0,0
TS,6,FALSE,38,13,59,4
UU,7,TRUE,38,11,0,0
XB,2,TRUE,18,7,0,0
EL,4,FALSE,35,13,4,2
DP,8,TRUE,20,6,0,0
WW,9,TRUE,42,11,0,0
OX,10,TRUE,19,6,0,0
NZ,4,FALSE,40,13,102,6
ZD,4,TRUE,13,3,0,0
XB,9,TRUE,18,5,0,0
PW,10,TRUE,14,4,0,0
VT,10,TRUE,11,3,0,0
PF,7,TRUE,40,11,0,0
RG,6,TRUE,25,8,0,0
YD,7,FALSE,36,13,5,1
FO,10,TRUE,32,11,0,0
AH,1,TRUE,37,11,0,0
TC,1,FALSE,42,13,109,6
ER,8,TRUE,21,5,0,0
DX,1,TRUE,25,9,0,0
ZC,8,TRUE,34,12,0,0
ZL,10,TRUE,11,3,0,0
ZQ,3,FALSE,41,13,6,3
EH,9,FALSE,33,13,61,6
SO,9,TRUE,13,5,0,0
PT,9,FALSE,33,13,104,6
MZ,9,TRUE,14,4,0,0
MQ,1,TRUE,26,8,0,0
EQ,7,FALSE,42,13,38,4
CY,4,FALSE,45,13,6,3
DP,1,TRUE,19,7,0,0
EL,1,FALSE,40,13,4,2
TP,4,TRUE,17,6,0,0
UU,4,TRUE,41,11,0,0
EV,4,FALSE,26,13,48,5
MQ,9,TRUE,29,8,0,0
FA,7,FALSE,40,13,83,5
XN,8,TRUE,28,8,0,0
FO,2,TRUE,25,9,0,0
KL,6,FALSE,37,13,71,4
EQ,8,FALSE,45,13,19,2
VZ,1,FALSE,37,13,36,5
FB,5,TRUE,40,12,0,0
MQ,10,TRUE,28,11,0,0
EQ,10,FALSE,40,13,36,3
MF,6,TRUE,36,10,0,0
ZT,7,TRUE,38,11,0,0
VT,7,TRUE,15,6,0,0
TD,7,TRUE,17,8,0,0
WY,3,FALSE,37,13,5,2
TK,7,TRUE,29,11,0,0
SO,8,TRUE,21,9,0,0
PT,6,FALSE,30,13,139,6
NK,3,FALSE,41,13,2,1
NW,2,TRUE,37,12,0,0
AM,10,TRUE,35,12,0,0
FS,3,TRUE,22,4,0,0
KC,7,TRUE,33,12,0,0
ER,7,TRUE,25,8,0,0
WO,7,TRUE,14,7,0,0
EK,8,TRUE,15,5,0,0
AB,9,FALSE,35,13,45,6
LG,4,TRUE,12,5,0,0
UU,2,TRUE,42,11,0,0
OB,2,FALSE,38,13,50,4
YG,3,TRUE,19,6,0,0
NV,10,TRUE,33,12,0,0
BF,6,TRUE,31,11,0,0
OV,9,TRUE,33,12,0,0
SZ,5,TRUE,13,6,0,0
ZQ,6,FALSE,34,13,47,6
DU,4,TRUE,39,12,0,0
LG,10,TRUE,9,2,0,0
FJ,10,TRUE,40,11,0,0
WA,5,TRUE,10,1,0,0
EV,5,FALSE,32,13,3,2
TS,9,FALSE,34,13,72,5
KE,4,TRUE,21,6,0,0
TD,4,TRUE,23,10,0,0
II,3,FALSE,40,13,9,2
SZ,10,TRUE,16,8,0,0
KC,6,FALSE,36,13,1,1
AI,4,TRUE,25,5,0,0
HX,2,TRUE,21,7,0,0
IS,4,FALSE,37,13,15,5
AB,3,FALSE,32,13,23,5
ET,5,TRUE,28,9,0,0
BX,4,TRUE,28,9,0,0
ET,4,TRUE,30,10,0,0
GL,4,TRUE,33,11,0,0
DP,6,TRUE,26,10,0,0
ZH,1,FALSE,39,13,33,5
PL,1,TRUE,32,9,0,0
MZ,5,TRUE,17,7,0,0
DP,10,TRUE,17,4,0,0
NB,9,TRUE,12,3,0,0
UG,10,TRUE,21,7,0,0
IS,8,FALSE,33,13,32,6
BM,6,FALSE,39,13,25,2
XB,8,TRUE,15,6,0,0
UU,9,FALSE,32,13,39,5
FB,10,FALSE,37,13,7,3
SO,3,TRUE,16,5,0,0
FG,8,FALSE,33,13,22,5
OZ,1,FALSE,35,13,43,5
WI,4,TRUE,37,9,0,0
SL,10,TRUE,24,8,0,0
IU,6,TRUE,26,9,0,0
ZY,10,TRUE,13,6,0,0
RZ,6,TRUE,13,2,0,0
AB,8,FALSE,41,13,1,1
GT,9,FALSE,34,13,20,1
GT,2,FALSE,33,13,34,3
AU,2,TRUE,30,7,0,0
BU,2,TRUE,21,10,0,0
KC,5,FALSE,35,13,1,1
KU,6,FALSE,36,13,10,3
PY,6,TRUE,23,10,0,0
TV,9,TRUE,33,12,0,0
LC,9,FALSE,39,13,112,6
WV,9,FALSE,42,13,1,1
ZC,1,FALSE,34,13,1,1
LS,10,FALSE,33,13,41,3
WR,6,FALSE,37,13,29,5
VZ,5,FALSE,29,13,79,6
BF,10,TRUE,30,9,0,0
NK,10,TRUE,36,11,0,0
II,10,TRUE,31,9,0,0
LC,5,FALSE,38,13,89,6
KA,4,FALSE,40,13,10,4
OA,7,FALSE,37,13,111,6
OV,5,FALSE,32,13,11,1
AH,7,TRUE,37,11,0,0
AM,1,TRUE,31,7,0,0
DK,4,FALSE,43,13,33,4
MF,1,FALSE,38,13,3,2
RX,2,FALSE,33,13,26,3
NV,2,TRUE,27,8,0,0
ZN,1,TRUE,31,7,0,0
MF,5,TRUE,33,8,0,0
XK,1,FALSE,29,13,28,3
VK,6,TRUE,14,4,0,0
XK,5,TRUE,31,10,0,0
ZC,9,TRUE,29,10,0,0
UR,1,FALSE,42,13,9,2
ZH,10,FALSE,35,13,3,1
XC,2,TRUE,39,11,0,0
IK,5,TRUE,45,12,0,0
LT,5,TRUE,12,4,0,0
TC,6,FALSE,46,13,58,5
QG,5,TRUE,19,6,0,0
GC,3,TRUE,31,10,0,0
VW,4,FALSE,41,13,45,3
OA,10,FALSE,34,13,126,6
BX,2,TRUE,25,9,0,0
UP,2,FALSE,43,13,7,2
KL,8,FALSE,42,13,35,4
VW,3,FALSE,40,13,42,2
SV,8,TRUE,18,7,0,0
TX,5,TRUE,32,11,0,0
ZD,10,TRUE,12,4,0,0
EL,5,FALSE,40,13,3,2
WF,7,TRUE,24,10,0,0
MF,9,TRUE,35,10,0,0
LS,3,FALSE,36,13,50,4
AH,6,TRUE,37,8,0,0
LC,3,FALSE,34,13,93,5
IH,1,FALSE,36,13,40,4
GB,2,TRUE,28,9,0,0
NW,7,TRUE,38,11,0,0
EH,8,FALSE,35,13,22,4
ZH,6,FALSE,38,13,21,4
WR,1,FALSE,36,13,61,6
ZH,5,FALSE,30,13,65,5
TS,10,FALSE,35,13,71,5
PL,8,TRUE,27,8,0,0
MF,2,TRUE,42,12,0,0
OB,10,FALSE,28,13,71,4
ZM,10,TRUE,36,12,0,0
IS,10,FALSE,36,13,10,4
TS,2,FALSE,28,13,106,5
OB,7,FALSE,37,13,52,4
DP,7,TRUE,20,6,0,0
XK,3,FALSE,25,13,43,3
CJ,9,FALSE,37,13,17,2
YJ,7,FALSE,38,13,80,5
FB,8,TRUE,36,11,0,0
NZ,6,FALSE,37,13,105,6
ET,9,TRUE,29,10,0,0
SV,1,TRUE,11,2,0,0
KU,5,FALSE,35,13,3,1
EV,10,FALSE,18,13,131,5
FS,4,TRUE,33,10,0,0
LF,1,FALSE,36,13,72,4
KE,3,TRUE,20,8,0,0
OZ,8,FALSE,23,13,117,5
WH,8,TRUE,28,10,0,0
DU,10,TRUE,40,12,0,0
ZT,9,TRUE,38,12,0,0
OA,5,FALSE,34,13,116,6
ZF,9,TRUE,32,10,0,0
OF,8,FALSE,35,13,123,6
TK,8,TRUE,32,10,0,0
WY,7,FALSE,37,13,15,5
IG,6,FALSE,33,13,8,3
XH,3,FALSE,38,13,69,5
LS,1,FALSE,37,13,24,3
DD,4,TRUE,23,6,0,0
UP,1,FALSE,40,13,38,3
SE,9,TRUE,15,6,0,0
RG,5,TRUE,27,7,0,0
VW,5,FALSE,41,13,30,3
KU,1,FALSE,31,13,22,4
DD,5,TRUE,32,11,0,0
XC,1,FALSE,41,13,18,2
AM,5,TRUE,34,12,0,0
XH,7,FALSE,45,13,40,3
KU,9,FALSE,30,13,42,4
IF,6,FALSE,38,13,29,2
YX,5,FALSE,41,13,26,6
DD,6,TRUE,25,8,0,0
ZM,5,FALSE,32,13,11,3
AC,10,TRUE,26,10,0,0
NB,1,TRUE,16,5,0,0
RD,5,TRUE,14,4,0,0
DU,3,TRUE,36,11,0,0
JX,10,FALSE,30,13,5,2
RX,7,FALSE,35,13,8,2
JP,2,FALSE,40,13,1,1
YR,5,TRUE,40,11,0,0
UG,8,TRUE,22,9,0,0
RG,2,TRUE,29,10,0,0
CV,8,FALSE,42,13,15,3
YG,6,TRUE,19,7,0,0
VW,6,FALSE,39,13,53,4
WM,7,FALSE,38,13,37,4
SV,5,TRUE,20,10,0,0
HH,5,TRUE,33,10,0,0
TS,8,FALSE,38,13,68,5
YW,5,FALSE,41,13,1,1
TP,2,TRUE,15,6,0,0
XH,8,FALSE,45,13,45,2
NK,1,FALSE,28,13,56,3
MF,7,FALSE,39,13,5,2
VW,10,FALSE,38,13,43,3
YY,3,TRUE,25,11,0,0
LC,1,FALSE,39,13,105,6
KN,6,TRUE,26,8,0,0
HH,3,TRUE,30,8,0,0
IU,1,TRUE,33,12,0,0
AM,7,TRUE,25,7,0,0
WA,6,TRUE,15,7,0,0
QG,6,TRUE,25,9,0,0
OV,4,FALSE,24,13,39,2
YX,8,FALSE,42,13,13,3
IU,4,TRUE,35,12,0,0
SV,7,TRUE,12,4,0,0
TD,10,TRUE,21,11,0,0
YW,10,FALSE,34,13,48,5
DX,3,TRUE,26,12,0,0
ZT,10,FALSE,35,13,27,6
ZQ,4,FALSE,43,13,1,1
PW,5,TRUE,13,4,0,0
VD,3,FALSE,34,13,15,5
WO,8,TRUE,15,5,0,0
OF,5,FALSE,39,13,104,6
DS,5,TRUE,30,10,0,0
RV,3,TRUE,35,11,0,0
GL,7,TRUE,33,10,0,0
NK,2,FALSE,32,13,30,2
EH,5,FALSE,38,13,34,6
HX,8,TRUE,20,5,0,0
CV,7,FALSE,43,13,9,3
EH,2,FALSE,34,13,75,6
XH,2,FALSE,44,13,38,3
HX,1,TRUE,17,4,0,0
DP,4,TRUE,21,6,0,0
ZD,3,TRUE,12,5,0,0
NZ,2,FALSE,44,13,56,5
ZC,4,TRUE,31,10,0,0
TV,5,TRUE,31,9,0,0
VT,4,TRUE,10,3,0,0
JE,5,FALSE,33,13,95,6
LT,3,TRUE,15,5,0,0
WJ,6,TRUE,30,12,0,0
PY,1,TRUE,20,7,0,0
YX,2,FALSE,36,13,50,6
IR,4,TRUE,38,11,0,0
WO,9,TRUE,15,7,0,0
RV,5,TRUE,36,12,0,0
IR,5,TRUE,33,9,0,0
FA,1,FALSE,43,13,61,4
WA,10,TRUE,13,4,0,0
LT,7,TRUE,17,6,0,0
YW,9,FALSE,38,13,22,5
XW,6,TRUE,20,11,0,0
HV,4,TRUE,22,9,0,0
ZN,6,TRUE,33,9,0,0
WM,3,FALSE,42,13,37,3
PF,3,FALSE,37,13,15,5
YQ,2,TRUE,32,8,0,0
WH,10,TRUE,29,11,0,0
MW,5,TRUE,29,11,0,0
